movie_title,language,genres,num_user_for_reviews,num_critic_for_reviews,cast_total_facebook_likes,color,country,facenumber_in_poster,content_rating,budget,title_year,duration,num_voted_users,imdb_score,aspect_ratio,actor_2_facebook_likes,movie_facebook_likes,actor_3_facebook_likes,director_facebook_likes,actor_1_facebook_likes
Home Fries,English,Comedy|Drama|Romance,88,42,8545,Color,USA,2,PG-13,15000000,1998,91,7332,5,1.85,1200,246,1000,24,4300
Raise Your Voice,English,Family|Music|Romance,214,47,16641,Color,USA,0,PG,15000000,2004,103,23576,5.9,2.35,2600,1000,2200,98,5400
Here on Earth,English,Drama|Romance,164,45,10677,Color,USA,1,PG-13,15000000,2000,96,7612,5.1,1.85,2400,663,1500,4,3600
The Dead Zone,English,Drama|Fantasy|Mystery|Sci-Fi,77,11,2426,Color,Canada,1,TV-14,,,60,7433,7.5,,563,618,338,,1300
Black Snake Moan,English,Drama|Music,204,196,15923, Black and White,USA,0,R,15000000,2006,116,54777,7,2.35,3100,4400,3100,159,7500
Brazil,English,Drama|Sci-Fi,521,230,33037,Color,UK,1,R,15000000,1985,132,159120,8,1.85,5000,17000,1700,2100,22000
Dark Blue,English,Action|Crime|Drama|Thriller,125,71,12457,Color,USA,0,R,15000000,2002,118,17861,6.6,2.35,2100,466,1700,44,3600
A Mighty Heart,English,Biography|Drama|History|Thriller|War,118,190,12292,Color,USA,0,R,16000000,2007,108,24709,6.7,2.35,930,952,321,194,11000
Peeples,English,Comedy|Romance,33,42,7853,Color,USA,6,PG-13,15000000,2013,95,4207,5.3,2.35,1700,1600,942,24,2500
Whatever It Takes,English,Comedy|Drama|Romance,89,51,27166,Color,USA,4,PG-13,32000000,2000,94,8337,5.5,1.85,6000,827,4000,11,11000
Brainstorm,English,Sci-Fi|Thriller,83,33,10365,Color,USA,0,PG,15000000,1983,106,8975,6.5,2.35,2200,1900,775,138,6700
The Love Letter,English,Fantasy|Romance,56,,2299,Color,USA,1,Unrated,,1998,99,1558,7.4,1.33,391,601,239,46,1100
The Importance of Being Earnest,English,Comedy|Drama|Romance,141,103,23801,Color,UK,5,PG,15000000,2002,97,19659,6.9,2.35,3900,1900,3300,34,14000
Boat Trip,English,Comedy,134,63,12339,Color,USA,4,R,20000000,2002,94,27333,4.9,1.85,2200,1100,1900,2,4900
Hoot,English,Adventure|Comedy|Family,68,49,15423,Color,USA,0,PG,15000000,2006,91,6873,5.6,1.85,1800,681,1500,8,8000
In Bruges,English,Comedy|Crime|Drama|Thriller,529,303,19679,Color,UK,1,R,15000000,2008,107,322783,7.9,2.35,6400,34000,1700,461,8700
Mulholland Drive,English,Drama|Mystery|Thriller,1791,268,8559,Color,France,1,R,15000000,2001,147,255469,8,1.85,913,18000,683,4700,6000
Promised Land,English,Drama,102,243,19485,Color,USA,1,R,15000000,2012,106,31810,6.6,1.85,2500,10000,1300,835,14000
Post Grad,English,Comedy|Romance,54,95,42351,Color,USA,1,PG-13,15000000,2009,88,12161,5.3,1.85,7300,1300,3300,96,24000
The Rocker,English,Comedy|Music,104,130,41120,Color,USA,4,PG-13,15000000,2008,102,33308,6.2,1.85,14000,1700,3300,11,15000
Whatever Works,English,Comedy|Romance,173,193,6633,Color,USA,1,PG-13,15000000,2009,93,61938,7.2,1.85,1500,11000,866,11000,2300
Three Burials,English,Adventure|Crime|Drama|Mystery|Western,202,174,16875,Color,France,2,R,15000000,2005,121,35126,7.4,2.35,3200,2400,2200,7900,7900
Jakob the Liar,English,Drama|War,90,67,59350,Color,France,2,PG-13,45000000,1999,120,13112,6.5,1.85,4000,1300,2200,0,49000
The In Crowd,English,Drama|Mystery|Thriller,85,49,2361, Black and White,USA,4,PG-13,12500000,2000,105,3758,4.6,1.85,399,163,282,61,476
Metamorphosis,Cantonese,Drama,,,0,Color,China,,,,2001,82,6,5.8,,0,0,0,0,0
Kiss Kiss Bang Bang,English,Comedy|Crime|Mystery,340,226,34178,Color,USA,1,R,15000000,2005,103,184880,7.6,2.35,3600,9100,3500,1100,21000
Idle Hands,English,Comedy|Fantasy|Horror|Thriller,199,61,13351,Color,USA,0,R,25000000,1999,92,34766,6.2,1.85,2200,2800,2000,6,5400
Blood and Chocolate,English,Drama|Fantasy|Horror|Romance,191,107,3804,Color,USA,0,PG-13,15000000,2007,98,15783,5.5,2.35,846,1100,413,18,2100
Scout's Guide to the Zombie Apocalypse,,Comedy,,,0,,,,,,,,,,,0,0,,0,0
You Will Meet a Tall Dark Stranger,English,Comedy|Drama|Romance,111,204,30490,Color,USA,0,R,22000000,2010,98,38245,6.3,1.85,6000,6000,5700,11000,12000
Never Let Me Go,English,Drama|Romance|Sci-Fi,326,331,17874,Color,UK,0,R,15000000,2010,103,115546,7.2,2.35,4900,33000,873,133,10000
The Company,English,Drama|History|Romance|Thriller,39,8,16392,Color,USA,3,,,,286,3998,7.9,1.78,2100,753,2000,,7300
Transsiberian,English,Crime|Drama|Mystery|Thriller,165,150,14996,Color,UK,0,R,15000000,2008,111,44296,6.7,2.35,3800,2800,3500,125,5100
Crazy in Alabama,English,Comedy|Crime|Drama,73,27,9625,Color,Germany,0,PG-13,15000000,1999,111,6058,6.3,2.35,2200,420,826,5700,2400
The Clan of the Cave Bear,English,Adventure|Drama|Fantasy,63,21,3730,Color,USA,0,R,15000000,1986,98,5260,5.3,2.35,1100,912,923,73,1200
Funny Games,English,Crime|Drama|Horror|Thriller,450,253,11758,Color,USA,0,R,15000000,2007,111,73919,6.5,1.85,3200,7000,1800,1800,6000
District B13,French,Action|Crime|Thriller,159,144,964,Color,France,2,R,12000000,2004,84,58066,7.2,2.35,299,5500,61,183,506
Felicia's Journey,English,Drama|Thriller,84,93,5378,Color,Canada,0,PG-13,,1999,116,6922,7,2.35,206,336,71,474,5000
Things to Do in Denver When You're Dead,English,Crime|Drama,145,54,38013,Color,USA,0,R,7000000,1995,115,23117,6.8,1.85,8700,2100,6700,42,12000
Metropolis,German,Drama|Sci-Fi,421,266,211, Black and White,Germany,1,Not Rated,6000000,1927,153,120644,8.3,1.33,23,13000,19,865,141
The Reluctant Fundamentalist,English,Drama|Thriller,60,104,14018,Color,USA,1,R,,2012,130,11300,6.9,2.35,4000,6900,2700,314,4100
The Lucky Ones,English,Comedy|Drama|War,37,56,18554,Color,USA,0,R,15000000,2008,115,12096,7,1.85,5900,720,2000,168,8300
Buffalo Soldiers,English,Comedy|Crime|Drama|Thriller|War,111,109,17916,Color,UK,1,R,15000000,2001,98,21208,6.9,2.35,3400,680,2900,34,4400
Centurion,English,Action|Adventure|Drama|History|Thriller|War,209,195,21196,Color,UK,0,R,12000000,2010,97,67875,6.4,2.35,3200,7700,1300,206,13000
Silent Trigger,English,Action|Drama|Thriller,31,15,5025,Color,Canada,0,R,9000000,1996,93,2898,5.6,2.35,907,171,482,86,3500
On-Bak 2,Thai,Action,74,109,2233,Color,Thailand,0,R,300000000,2008,98,25861,6.2,2.35,63,1800,44,2100,2100
The Midnight Meat Train,English,Horror|Mystery,219,180,20548,Color,USA,0,R,15000000,2008,98,50325,6.1,2.35,1700,7100,1100,139,14000
Winnie Mandela,English,Biography|Drama|History,15,17,4739,Color,South Africa,2,R,15000000,2011,104,644,6,,1400,715,563,36,2500
The Son of No One,English,Crime|Drama|Thriller,46,59,40782,Color,USA,5,R,15000000,2011,90,14797,5.1,2.35,15000,2900,2800,68,17000
All the Queen's Men,English,Action|Comedy|Drama|War,40,19,7329,Color,Germany,1,PG-13,25000000,2001,99,2292,4.5,2.35,2200,192,780,26,3300
Khumba,English,Adventure|Animation|Family,12,39,6062,Color,South Africa,0,Not Rated,20000000,2013,85,4366,5.8,,1200,2400,531,0,2600
The Good Night,English,Comedy|Drama|Fantasy|Music|Romance,39,49,26353,Color,USA,2,R,15000000,2007,93,7676,5.9,1.85,5300,447,4400,17,5900
Chiamatemi Francesco - Il Papa della gente,Spanish,Biography|History,2,4,461,Color,Italy,0,,15000000,2015,113,168,6.2,2.39,68,59,59,6,230
A Few Best Men,English,Comedy|Romance,37,76,8564,Color,Australia,4,Not Rated,14000000,2011,97,10837,5.7,2.35,2200,1300,1000,11,3600
Dungeons & Dragons: Wrath of the Dragon God,English,Action|Adventure|Fantasy,109,25,375,Color,Germany,0,Not Rated,15000000,2005,105,5157,4.9,1.78,58,488,55,108,183
Bathory: Countess of Blood,English,Biography|Drama|Fantasy|History,33,25,2555,Color,Slovakia,1,R,,2008,141,3605,6,2.35,624,1100,596,13,742
Automata,English,Action|Sci-Fi|Thriller,140,139,19279,Color,Bulgaria,0,R,7000000,2014,109,45486,6.1,2.35,5700,13000,2300,20,8400
Pandaemonium,English,Biography|Drama,32,20,6886,Color,UK,1,PG-13,15000000,2000,124,723,6.6,,1300,280,662,76,3900
Broken Horses,English,Action|Crime|Drama|Mystery|Thriller,23,22,18133,Color,USA,0,R,15000000,2015,101,1772,5.7,2.35,4900,2800,2100,37,6100
Shinjuku Incident,Mandarin,Action|Crime|Drama|Thriller,54,53,7781,,Hong Kong,4,R,15000000,2009,119,9593,7.1,2.35,598,850,395,3,6700
In Dubious Battle,English,Drama,11,17,48464,Color,USA,3,R,15000000,2016,110,1487,6.2,2.35,11000,1600,7200,11000,14000
Groundhog Day,English,Comedy|Fantasy|Romance,636,154,18614,Color,USA,2,PG,14600000,1993,101,471494,8,1.85,1900,42000,1100,11000,13000
Magic Mike XXL,English,Comedy|Drama|Music,139,233,48548,Color,USA,3,R,14800000,2015,115,42568,5.7,2.35,17000,41000,7700,14,20000
Sarah's Key,French,Drama|War,75,135,2180,Color,France,2,PG-13,10000000,2010,102,13722,7.5,2.35,787,8100,121,15,1000
Romeo + Juliet,English,Drama|Romance,522,107,51406,Color,USA,1,PG-13,14500000,1996,120,176905,6.8,2.35,5200,11000,4800,1000,29000
Freedom,English,Drama|Music,13,5,4776,Color,USA,2,R,14500000,2014,94,1148,6.2,,1500,1000,508,5,2200
Unforgiven,English,Drama|Western,511,136,33608,Color,USA,1,R,14400000,1992,131,296904,8.2,2.35,11000,11000,2700,17000,17000
Pretty Woman,English,Comedy|Romance,277,82,19053,Color,USA,2,R,14000000,1990,119,227824,6.9,1.85,7700,11000,1000,3000,8100
Slumdog Millionaire,English,Drama,1031,419,6440,Color,UK,0,R,15000000,2008,120,677707,8,2.35,1700,14000,1500,2000,2400
Manderlay,English,Drama,83,139,15583,Color,Denmark,1,Not Rated,14200000,2005,139,19420,7.4,2.35,3900,1100,3000,3100,5700
Fatal Attraction,English,Drama|Thriller,213,96,5694,Color,USA,0,R,14000000,1987,119,58914,6.9,1.85,1500,3300,898,237,2500
Crocodile Dundee II,English,Action|Adventure|Comedy,63,26,767,Color,Australia,2,PG,14000000,1988,108,45992,5.5,2.35,166,578,68,8,474
Cool Runnings,English,Adventure|Comedy|Family|Sport,100,38,5377, Black and White,USA,1,PG,15000000,1993,98,73944,6.9,1.85,959,9200,858,230,2700
Born on the Fourth of July,English,Biography|Drama|War,178,70,13177,Color,USA,0,R,14000000,1989,145,80914,7.2,2.35,873,4200,576,2200,11000
Stomp the Yard,English,Drama|Music|Romance,161,84,8152,Color,USA,0,PG-13,14000000,2007,109,20033,5.3,2.35,1200,1100,1100,42,2300
Towering Inferno,,Action|Adventure|Reality-TV|Thriller,,,86,,,1,,,,43,,,,30,2,12,,39
My Bloody Valentine,English,Horror|Thriller,267,264,14362,Color,USA,0,R,15000000,2009,101,47174,5.5,1.85,969,3000,754,71,10000
The Possession,English,Horror|Thriller,167,263,5428,Color,USA,0,PG-13,14000000,2012,92,49420,5.9,2.35,967,17000,465,33,3000
The Spy Who Loved Me,English,Action|Adventure|Thriller,280,109,9850,Color,UK,2,PG,14000000,1977,125,80455,7.1,2.35,3500,2600,474,46,4900
First Blood,English,Action|Adventure|Drama,382,149,16700,Color,USA,1,R,15000000,1982,93,181785,7.7,2.35,1400,8400,977,272,13000
Good Deeds,English,Comedy|Drama|Romance,45,40,11606,Color,USA,1,PG-13,,2012,110,6580,5.4,2.35,2400,2600,2000,2400,2500
Dancer in the Dark,English,Crime|Drama|Musical,694,127,9668,Color,Denmark,0,R,12800000,2000,140,83665,8,2.35,2400,10000,1600,3100,2600
White Fang,English,Adventure|Drama,31,11,6362,Color,USA,1,PG,14000000,1991,107,16449,6.7,1.85,1200,1200,1200,137,3400
Superstar,English,Comedy|Romance,160,44,11019,Color,USA,1,PG-13,34000000,1999,81,15549,5,1.85,679,2000,649,54,8000
The Iron Lady,English,Biography|Drama,359,334,17702,Color,UK,1,PG-13,13000000,2011,105,87250,6.4,2.35,1600,18000,1100,58,13000
Urban Legend,English,Horror|Mystery,433,104,20701,Color,USA,4,R,14000000,1998,99,49807,5.5,2.35,2500,1600,2100,9,6700
Poetic Justice,English,Drama|Romance,32,12,3327,Color,USA,0,R,14000000,1993,109,9541,5.9,1.85,624,1300,587,321,1600
Jonah: A VeggieTales Movie,English,Adventure|Animation|Comedy|Drama|Family|Musical,79,37,51,Color,USA,0,G,14000000,2002,82,3260,6.5,1.85,12,187,8,12,23
All About the Benjamins,English,Action|Comedy|Crime|Thriller,33,39,12497,Color,USA,2,R,14000000,2002,95,10118,5.8,2.35,3700,546,1700,11,4300
Exorcist II: The Heretic,English,Horror,257,85,9345,Color,USA,7,R,14000000,1977,118,17228,3.7,1.85,2800,982,963,132,3600
Our Family Wedding,English,Comedy|Romance,20,68,10512,Color,USA,2,PG-13,14000000,2010,103,5927,4.9,2.35,2300,1000,1700,49,2800
Vampire in Brooklyn,English,Comedy|Fantasy|Horror|Romance,56,32,7463,Color,USA,1,R,20000000,1995,100,18078,4.5,1.85,1400,1000,755,6400,3600
Dangerous Liaisons,English,Drama|Romance,146,52,54523,Color,USA,2,R,14000000,1988,119,54939,7.7,1.85,17000,3700,8800,381,19000
An American Haunting,English,Horror|Mystery|Thriller,746,124,6714,Color,UK,0,PG-13,14000000,2005,83,22762,5,2.35,1600,1100,947,31,3400
My Boss's Daughter,English,Comedy|Romance,124,56,14147,Color,USA,2,PG-13,14000000,2003,86,24974,4.6,1.85,2500,422,1800,135,4300
A Perfect Getaway,English,Adventure|Mystery|Thriller,224,160,51011,Color,USA,4,R,14000000,2009,98,58648,6.5,2.35,14000,4100,6000,129,26000
Tea with Mussolini,English,Comedy|Drama|War,158,64,11863,Color,Italy,6,PG,12000000,1999,117,9622,6.9,1.85,3300,1000,1800,163,5500
Dead Man on Campus,English,Comedy,106,37,13230,Color,USA,0,R,14000000,1998,96,12120,6.1,1.85,3100,668,2000,0,4700
Thinner,English,Fantasy|Horror,124,74,2928,Color,USA,1,R,8500000,1996,93,21492,5.7,1.85,863,1700,523,89,1100
Jason X,English,Action|Horror|Sci-Fi|Thriller,676,207,5394,Color,USA,1,R,11000000,2001,91,41047,4.4,1.85,1000,1900,951,52,2300
"New York, New York",English,Drama|Music|Musical,78,60,23512,Color,USA,1,PG,14000000,1977,155,14463,6.7,1.66,794,1000,244,17000,22000
I Think I Love My Wife,English,Comedy|Drama|Romance,55,97,21645,Color,USA,3,R,,2007,94,14145,5.5,1.85,2500,489,1600,1600,12000
Hot Tub Time Machine 2,English,Comedy|Sci-Fi,98,111,10826,Color,USA,5,R,14000000,2015,93,30748,5.1,1.85,1700,9600,1600,39,3000
Crooklyn,English,Comedy|Drama,39,26,5519,Color,USA,2,PG-13,14000000,1994,115,6381,6.9,1.85,1600,956,886,1600,1600
Bobby,English,Biography|Drama|History,272,197,42719,Color,USA,0,R,14000000,2006,117,38868,7,2.35,7500,1700,4300,1600,12000
Head Over Heels,English,Comedy|Mystery|Romance,104,61,3801,Color,USA,5,PG-13,14000000,2001,86,12133,5.4,2.35,878,646,854,72,1600
The Diving Bell and the Butterfly,French,Biography|Drama,177,260,4227,Color,France,1,PG-13,,2007,112,92918,8,1.85,425,14000,415,233,2800
Fun Size,English,Adventure|Comedy,33,76,9785,Color,USA,6,PG-13,14000000,2012,86,11818,5.4,2.35,1400,2500,1300,89,2100
Big Fat Liar,English,Adventure|Comedy|Family,102,68,13972,Color,USA,1,PG,15000000,2002,88,30124,5.4,1.85,2600,911,2300,206,3900
Little Children,English,Drama|Romance,322,251,33663,Color,USA,0,R,26000000,2006,136,95248,7.6,2.35,6400,5100,5500,236,14000
A Walk on the Moon,English,Drama|Romance,114,48,20294,Color,USA,1,R,14000000,1999,107,6986,6.6,1.85,4000,894,3400,1000,10000
Gossip,English,Drama|Mystery|Thriller,112,63,37013,Color,USA,5,R,24000000,2000,90,12867,5.9,2.35,9200,890,5500,49,12000
Suffragette,English,Biography|Drama|History,108,239,18122,Color,UK,3,PG-13,14000000,2015,106,27085,6.9,2.35,4900,41000,3600,36,7700
Catch a Fire,English,Biography|Drama|History,60,108,6589,Color,France,3,PG-13,14000000,2006,101,9492,6.7,2.35,555,463,112,180,5900
Mr. Turner,English,Biography|Drama|History,171,264,1712,Color,UK,0,R,8200000,2014,150,20001,6.8,2.35,153,9000,46,619,1300
Soul Survivors,English,Drama|Horror|Mystery|Thriller,182,63,8619,Color,USA,4,PG-13,17000000,2001,84,7453,3.9,1.85,2600,241,1700,13,2700
Easy Virtue,English,Comedy|Romance,80,132,24283,Color,UK,4,PG-13,,2008,97,17176,6.7,2.35,4300,2100,3200,11,14000
Jefferson in Paris,English,Biography|Drama|History|Romance,27,20,8773,Color,USA,1,PG-13,14000000,1995,139,2504,5.7,1.85,2500,132,1600,180,4200
Flipped,English,Comedy|Drama|Romance,108,85,8278,Color,USA,0,PG,14000000,2010,90,65489,7.7,1.85,1300,15000,1000,9900,2500
Wild Grass,French,Drama|Romance,31,127,829,Color,France,0,PG,,2009,104,3270,6.3,2.35,75,511,63,820,425
Caravans,English,Action|Adventure|History,8,2,18600,Color,Iran,0,PG,14000000,1978,127,572,6.5,2.35,1300,76,481,110,16000
The Lucky Ones,English,Comedy|Drama|War,37,56,18554,Color,USA,0,R,15000000,2008,115,12096,7,1.85,5900,720,2000,168,8300
Amen.,English,Biography|Crime|Drama|War,54,69,1472,Color,France,2,Unrated,103000000,2002,132,11608,7.3,1.85,326,1500,286,465,379
Margaret,English,Drama,118,117,31503,Color,USA,1,R,14000000,2011,150,13407,6.5,1.85,6600,3300,3900,93,14000
Reign of Assassins,Mandarin,Action|History,35,54,1450,Color,China,2,R,12000000,2010,117,6335,6.9,2.35,151,1000,33,2,1200
Stan Helsing,English,Comedy|Horror,67,45,9983,Color,Canada,6,R,,2009,108,10275,3.6,1.85,861,944,545,10,7700
Brokeback Mountain,English,Drama|Romance,2270,357,42546,Color,USA,0,R,14000000,2005,134,272217,7.7,1.85,13000,13000,11000,2600,15000
Clueless,English,Comedy|Romance,254,88,23504,Color,USA,2,PG-13,12000000,1995,97,132832,6.8,1.85,4800,7300,3300,149,8000
Teenage Mutant Ninja Turtles,English,Action|Adventure|Comedy|Sci-Fi,510,355,24357,Color,USA,0,PG-13,125000000,2014,101,178661,5.9,2.35,6000,62000,2300,476,7500
The Ten Commandments,English,Adventure|Drama,244,57,9249,Color,USA,8,Approved,13282712,1956,220,50992,7.9,1.85,1600,12000,1200,322,3400
Far from Heaven,English,Drama|Romance,379,183,21583,Color,USA,2,PG-13,13500000,2002,107,37934,7.4,1.85,4100,1800,2300,176,9400
Seven Psychopaths,English,Comedy|Crime,290,400,30003,Color,UK,7,R,15000000,2012,110,196845,7.2,2.35,6400,53000,5100,461,6700
The Border,English,Crime|Drama,39,23,11347,Color,USA,0,R,22000000,1982,108,4667,6.4,2.35,1900,282,301,68,8500
Quills,English,Biography|Drama,313,132,29361,Color,UK,1,R,13500000,2000,124,46171,7.3,1.85,5700,4300,4400,152,14000
The Caveman's Valentine,English,Crime|Drama|Music|Mystery|Thriller,59,59,10595,Color,USA,0,R,13500000,2001,105,5745,6,1.85,1300,336,540,189,7500
Downfall,German,Biography|Drama|History|War,568,200,2527,Color,Germany,0,R,13500000,2004,156,265275,8.3,1.85,729,15000,477,103,961
The Last Godfather,English,Comedy,17,4,6008,Color,South Korea,5,PG-13,13400000,2010,100,935,3.6,1.78,1500,507,894,24,1900
Under the Skin,English,Drama|Horror|Sci-Fi|Thriller,655,466,19086,Color,UK,0,R,13300000,2013,108,94873,6.3,1.85,50,30000,21,146,19000
The Sea Inside,Spanish,Biography|Drama|Romance,140,156,8946,Color,Spain,1,PG-13,10000000,2004,125,67445,8,2.35,281,10000,119,454,8400
No Good Deed,English,Crime|Thriller,85,58,18823,Color,USA,2,PG-13,13200000,2014,84,13878,5.6,2.35,5700,4400,2200,12,8500
"Good Morning, Vietnam",English,Biography|Comedy|Drama|War,137,63,53013,Color,USA,1,R,13000000,1987,121,104810,7.3,1.85,2800,7700,270,284,49000
Black Swan,English,Drama|Thriller,1156,668,50444,Color,USA,1,R,13000000,2010,108,582083,8,2.35,15000,106000,3800,4500,20000
Miracles from Heaven,English,Biography|Drama|Family,74,68,11813,Color,USA,0,PG,13000000,2016,109,12109,7,1.85,3000,20000,2000,38,3000
Justin Bieber: Never Say Never,English,Documentary|Music,234,82,16128,Color,USA,1,G,13000000,2011,115,74568,1.6,1.85,4500,62000,4300,210,5300
Save the Last Dance,English,Drama|Music|Romance,320,99,8133,Color,USA,0,PG-13,13000000,2001,112,49961,6.2,1.85,2500,2500,1100,49,3200
The Butterfly Effect,English,Sci-Fi|Thriller,1109,185,18832,Color,USA,0,R,13000000,2004,113,379156,7.7,1.85,4300,15000,1700,19,8000
The Godfather: Part II,English,Crime|Drama,677,153,44640,Color,USA,1,R,13000000,1974,202,852634,9,1.85,15000,14000,3100,3700,22000
Snow Day,English,Adventure|Comedy|Family,91,41,11449,Color,USA,4,PG,13000000,2000,89,9838,5,1.85,1800,1700,1600,13,2800
RoboCop,English,Action|Crime|Sci-Fi|Thriller,452,254,10937,Color,USA,0,R,13000000,1987,102,191947,7.5,1.85,2400,10000,1300,759,3300
The Shallows,English,Drama|Horror|Thriller,345,358,5689,Color,USA,0,PG-13,17000000,2016,86,78762,6.4,2.35,618,20000,363,223,4600
A Nightmare on Elm Street 4: The Dream Master,English,Horror|Thriller,266,109,2559,Color,USA,0,R,13000000,1988,93,38663,5.7,1.85,132,1400,123,227,2100
About Last Night,English,Comedy|Romance,42,90,14025,Color,USA,4,R,12500000,2014,100,18082,6.1,2.35,3200,2800,1800,39,3200
This Christmas,English,Comedy|Drama|Romance,33,35,20166,Color,USA,9,PG-13,13000000,2007,117,6944,6.2,2.35,2300,1400,1300,17,8500
"Dude, Where's My Car",English,Comedy|Mystery|Sci-Fi,471,63,13814,Color,USA,6,PG-13,13000000,2000,83,120429,5.5,1.37,3000,4900,3000,9,4300
Young Guns,English,Action|Crime|Drama|Thriller|Western,122,35,23807,Color,USA,6,R,13000000,1988,107,44893,6.8,1.85,4100,3400,3400,59,8100
10 Things I Hate About You,English,Comedy|Drama|Romance,556,134,48022,Color,USA,6,PG-13,30000000,1999,97,238088,7.2,1.85,13000,11000,3200,19,23000
Earth to Echo,English,Adventure|Family|Sci-Fi,151,114,2450,Color,USA,0,PG,13000000,2014,91,16493,5.8,1.85,595,5900,144,16,1300
St. Vincent,English,Comedy|Drama,186,259,33602,Color,USA,3,PG-13,13000000,2014,102,80892,7.3,1.85,7300,36000,6000,67,13000
Loaded Weapon 1,English,Action|Comedy|Crime,72,20,33475,Color,USA,2,PG-13,8200000,1993,84,38950,6.1,1.85,7500,1200,6700,0,11000
Baby Geniuses,English,Comedy|Crime|Family|Sci-Fi,169,45,14232,Color,USA,3,PG,12000000,1999,97,20675,2.6,1.85,1400,1300,1100,93,8700
The New Guy,English,Comedy,160,48,24389,Color,USA,8,PG-13,13000000,2002,88,29644,5.9,1.85,5200,1000,2700,13,11000
Child's Play 2,English,Horror|Thriller,171,60,4978,Color,USA,0,R,13000000,1990,84,33450,5.7,1.85,713,1200,673,6,2200
The Big Hit,English,Action|Comedy|Crime|Thriller,169,56,15948,Color,USA,4,R,13000000,1998,91,25509,6.1,1.85,1900,970,1600,6,8900
Harriet the Spy,English,Comedy|Drama|Family,42,25,5103,Color,USA,1,PG,13000000,1996,100,8313,5.9,1.85,691,846,597,15,2500
